city_id,city,country_code,country_name,continent,1980-1982,1983-1985,1986-1988,1989-1991,1992-1994,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014
Hoxud_CN,Hoxud,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,No patents,No patents
Huadian_CN,Huadian,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,Very Low,Low,Very Low,No patents
Huai'an_CN,Huai'an,CN,China,Asia,No patents,No patents,No patents,Very Low,No patents,No patents,Low,Very Low,Very Low,Low,No patents,No patents
Huaibei_CN,Huaibei,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Very Low,Medium,No patents
Huaihua_CN,Huaihua,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Very Low,No patents
Huainan_CN,Huainan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Huanggang_CN,Huanggang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,No patents,No patents
Huanghua_CN,Huanghua,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Huangshan_CN,Huangshan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents,No patents
Huangshi_CN,Huangshi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Low,Medium,No patents
Huayin_CN,Huayin,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Huili_CN,Huili,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Huizhou_CN,Huizhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,Very Low,Very High,No patents
Hulunbuir_CN,Hulunbuir,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Hunchun_CN,Hunchun,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,Low,Medium,Very Low,No patents
Huzhou_CN,Huzhou,CN,China,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Very Low,High,High,No patents
Ji_CN,Ji,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents,No patents
Ji An_CN,Ji An,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,Low,Medium,Medium,No patents
Ji'an_CN,Ji'an,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,High,Low,No patents
Jiamusi_CN,Jiamusi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents
Jiangbei_CN,Jiangbei,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,No patents
Jiangdu_CN,Jiangdu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Jiangmen_CN,Jiangmen,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,High,No patents
Jiangyan_CN,Jiangyan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,Medium,No patents
Jiangyin_CN,Jiangyin,CN,China,Asia,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Medium,High,High,High,No patents
Jiaonan_CN,Jiaonan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents
Jiaozuo_CN,Jiaozuo,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,Low,No patents
Jiaxing_CN,Jiaxing,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,Very High,No patents
Jieyang_CN,Jieyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Jilin_CN,Jilin,CN,China,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents,High,Low,Very Low,No patents
Jinan_CN,Jinan,CN,China,Asia,No patents,No patents,High,Very High,Very Low,High,No patents,Very Low,Medium,Very High,Very High,No patents
Jinchang_CN,Jinchang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Jincheng_CN,Jincheng,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents
Jingdezhen_CN,Jingdezhen,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Jinghai_CN,Jinghai,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Jinghong_CN,Jinghong,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Jingjiang_CN,Jingjiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,Very Low,No patents
Jingmen_CN,Jingmen,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,High,High,High,Very High,No patents
Jingzhou_CN,Jingzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Jinhua_CN,Jinhua,CN,China,Asia,No patents,No patents,No patents,No patents,Medium,Medium,Medium,Medium,Very High,Very High,Very High,No patents
Jinhua Shì_CN,Jinhua Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,High,No patents
Jining_CN,Jining,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,No patents
Jinjiang_CN,Jinjiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,No patents,No patents,No patents
Jintan_CN,Jintan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Jinzhong_CN,Jinzhong,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,No patents
Jinzhou_CN,Jinzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents
Jiujiang_CN,Jiujiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,No patents
Kaifeng_CN,Kaifeng,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Karamay_CN,Karamay,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents,No patents
Khotan_CN,Khotan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Kunming_CN,Kunming,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,High,Medium,Very Low,Very High,Very High,No patents
Kunshan_CN,Kunshan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,Very High,Very High,No patents
Laibin_CN,Laibin,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,Low,No patents,No patents
Laiwu_CN,Laiwu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents,No patents
Laixi_CN,Laixi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Lancang Lahu_CN,Lancang Lahu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Lanxi_CN,Lanxi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Lanzhou_CN,Lanzhou,CN,China,Asia,No patents,No patents,Medium,Very Low,No patents,No patents,Medium,Low,High,High,Very High,No patents
Laohekou_CN,Laohekou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Lechang_CN,Lechang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Leizhou_CN,Leizhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Very Low,No patents
Leshan_CN,Leshan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,High,No patents
Lhasa_CN,Lhasa,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents,Very Low,High,No patents
Lhozhag_CN,Lhozhag,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Low,No patents,No patents
Lhünzê_CN,Lhünzê,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,No patents,No patents
Lianjiang_CN,Lianjiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Lianyuan_CN,Lianyuan,CN,China,Asia,No patents,No patents,No patents,No patents,Low,No patents,Very Low,Low,High,High,Very High,No patents
Lianyungang_CN,Lianyungang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,Very High,No patents
Liaocheng_CN,Liaocheng,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,High,No patents
Liaoyang_CN,Liaoyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents
Lijiang_CN,Lijiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Lin'an_CN,Lin'an,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Very Low,No patents,No patents
Lincang_CN,Lincang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents
Linfen_CN,Linfen,CN,China,Asia,No patents,No patents,High,No patents,No patents,No patents,No patents,Very Low,No patents,Low,Low,No patents
Linhai_CN,Linhai,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Very Low,Low,Very Low,No patents
Linqing_CN,Linqing,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents
Linxiang_CN,Linxiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Linyi_CN,Linyi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,Very Low,No patents
Liping_CN,Liping,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Lishui_CN,Lishui,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,Medium,No patents
Liupanshui_CN,Liupanshui,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,No patents,No patents
Liuzhou_CN,Liuzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,Very Low,Low,No patents
Liyang_CN,Liyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,High,No patents
Longchuan_CN,Longchuan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,No patents
Longfang_CN,Longfang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,Very High,No patents
Longhai_CN,Longhai,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Very Low,No patents
Longkou_CN,Longkou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Longlin Various Nationalities_CN,Longlin Various Nationalities,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Longyan_CN,Longyan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Lu'an_CN,Lu'an,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Lufeng_CN,Lufeng,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,No patents,No patents
Luliang_CN,Luliang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Luoding_CN,Luoding,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Luohe_CN,Luohe,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Luoyang_CN,Luoyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,High,Low,Very Low,Medium,Low,No patents
Luzhou_CN,Luzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
Ma'anshan_CN,Ma'anshan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Maanshan_CN,Maanshan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium,Very Low,No patents
Maoming_CN,Maoming,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Markam_CN,Markam,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Meishan_CN,Meishan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium,No patents,Medium,No patents
Meizhou_CN,Meizhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium,No patents
"Menglian Dai, Lahu and Va_CN","Menglian Dai, Lahu and Va",CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Mianyang_CN,Mianyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,Low,Very Low,Medium,No patents
Mianzhu_CN,Mianzhu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,No patents
Mile_CN,Mile,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,No patents
Miyun_CN,Miyun,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,No patents
Mori_CN,Mori,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Mudanjiang_CN,Mudanjiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,Low,Very Low,No patents
Nan'an_CN,Nan'an,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Nanchang_CN,Nanchang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very High,High,High,Very High,No patents
Nanchong Shì_CN,Nanchong Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium,No patents
Nang_CN,Nang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents
Nanjing_CN,Nanjing,CN,China,Asia,No patents,Medium,Very Low,Very Low,Low,High,Very High,Very High,Very High,Very High,Very High,No patents
Nanning_CN,Nanning,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Medium,Very Low,Medium,No patents
Nanping_CN,Nanping,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,Low,Medium,No patents
Nantong_CN,Nantong,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,High,High,Very High,No patents
Nanyang_CN,Nanyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Low,Medium,No patents
Nanyang Shì_CN,Nanyang Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Neijiang_CN,Neijiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Ningbo_CN,Ningbo,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very High,Very High,Very High,No patents
Ningde_CN,Ningde,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Ningguo_CN,Ningguo,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Ninghe_CN,Ninghe,CN,China,Asia,No patents,No patents,Very Low,Medium,Medium,Very Low,High,Very High,Very High,Very High,Very High,No patents
Nêdong_CN,Nêdong,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Panjin_CN,Panjin,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,High,No patents
Panzhihua_CN,Panzhihua,CN,China,Asia,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Low,Very Low,Low,Low,No patents
Pingdingshan_CN,Pingdingshan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,High,No patents
Pinghu_CN,Pinghu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Pingxiang_CN,Pingxiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents
Puning_CN,Puning,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Putian_CN,Putian,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,Very Low,Very Low,Very Low,No patents
Puyang_CN,Puyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,No patents,No patents
Puyang Shì_CN,Puyang Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Qapqal Xibe_CN,Qapqal Xibe,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents,No patents,No patents
Qian Gorlos Mongol_CN,Qian Gorlos Mongol,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Qianjiang_CN,Qianjiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,No patents
Qidong_CN,Qidong,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Qingdao_CN,Qingdao,CN,China,Asia,Very Low,No patents,No patents,Low,No patents,Very Low,Low,Very High,High,Very High,Very High,No patents
Qingjiang_CN,Qingjiang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,Very Low,Medium,Medium,No patents
Qinglong_CN,Qinglong,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents,No patents,No patents
Qingyang_CN,Qingyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Qingyuan_CN,Qingyuan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Qingzhou_CN,Qingzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,Low,No patents,No patents
Qinhuangdao_CN,Qinhuangdao,CN,China,Asia,No patents,No patents,Low,No patents,No patents,No patents,No patents,Low,No patents,No patents,Medium,No patents
Qinyang_CN,Qinyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Qinzhou_CN,Qinzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Qionglai_CN,Qionglai,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents
Qiqihar_CN,Qiqihar,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,High,No patents
Qitaihe_CN,Qitaihe,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,No patents
Qixia_CN,Qixia,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Quanzhou_CN,Quanzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,Low,High,No patents
Qujing_CN,Qujing,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Quzhou_CN,Quzhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,No patents
Renhuai_CN,Renhuai,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,No patents
Rizhao_CN,Rizhao,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very High,No patents
Rongchang_CN,Rongchang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents
Rongshui Miao_CN,Rongshui Miao,CN,China,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,Low,No patents,No patents,Very Low,Very Low,No patents
Rugao_CN,Rugao,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents
Ruian_CN,Ruian,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Low,Very Low,No patents
Ruichang_CN,Ruichang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Rushan_CN,Rushan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents
Sanhe_CN,Sanhe,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Sanming_CN,Sanming,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Medium,Low,Low,Very High,High,Medium,No patents
Sanya_CN,Sanya,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Shanghai_CN,Shanghai,CN,China,Asia,Medium,High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No patents
Shangluo_CN,Shangluo,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Shangrao_CN,Shangrao,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,High,No patents
Shangrao Shì_CN,Shangrao Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Shangyu_CN,Shangyu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,High,No patents
Shanming_CN,Shanming,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,Very Low,Low,No patents
Shantou_CN,Shantou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,Very Low,High,No patents
Shanwei_CN,Shanwei,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,Medium,No patents
Shaoguan_CN,Shaoguan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents
Shaoshan_CN,Shaoshan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Shaoxing_CN,Shaoxing,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,Very High,No patents
Shaoyang Shì_CN,Shaoyang Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Shenyang_CN,Shenyang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,High,Very High,No patents
Shenyang Shì_CN,Shenyang Shì,CN,China,Asia,No patents,No patents,No patents,Very Low,Low,No patents,Low,High,Medium,Very High,Very High,No patents
Shenzhen_CN,Shenzhen,CN,China,Asia,No patents,No patents,High,No patents,Low,Very High,Very High,Very High,Very High,Very High,Very High,No patents
Shijiazhuang_CN,Shijiazhuang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,High,Very High,Very High,No patents
Shiqian_CN,Shiqian,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Shishi_CN,Shishi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Very Low,No patents
Shiyan_CN,Shiyan,CN,China,Asia,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,No patents
Shizuishan_CN,Shizuishan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
Shizuishan Shì_CN,Shizuishan Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Very Low,Medium,Low,No patents
Shuangbai_CN,Shuangbai,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,Very Low,No patents,Low,No patents
Shuozhou_CN,Shuozhou,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,High,No patents,No patents
Sihui_CN,Sihui,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very High,No patents
Sinan_CN,Sinan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents,No patents,No patents
Siping_CN,Siping,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents,No patents
Suifenhe_CN,Suifenhe,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
