"id","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
305,46201,14,"incomplete compulsory school","single, never married",2,2,17,14,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
306,79541,62,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1938,"D","D","D","D","D","D","D","D","D","D","D","D"
307,57751,55,"full-time vocational school","married",3,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1945,"D","D","D","D","D","D","D","D","D","D","D","D"
308,6901,47,"university, higher specialized school","married",2,1,16,16,"Lake Geneva (VD, VS, GE)","Centres","woman",1953,"D","D","D","D","D","D","D","D","D","D","D","D"
309,52061,55,"technical or vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1945,"B","B","B","B","B","B","B","B","B","B","B","B"
310,105971,15,"incomplete compulsory school","single, never married",5,1,15,15,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1985,"D","D","D","D","D","D","D","D","D","D","D","D"
311,128111,65,"maturity","married",2,0,-3,-3,"Zurich","Wealthy communes","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
312,104351,69,"maturity","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1931,"B","B","B","B","B","B","B","B","B","B","B","B"
313,28311,63,"domestic science course, 1 year school of commerce","widower/widow",1,0,-3,-3,"Zurich","Centres","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
314,111351,14,"incomplete compulsory school","single, never married",2,2,17,14,"Zurich","Wealthy communes","man",1986,"D","C","D","D","D","D","D","D","D","D","D","D"
315,96051,43,"domestic science course, 1 year school of commerce","divorced",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1957,"B","B","B","B","B","B","B","B","B","B","B","B"
316,33121,69,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Suburban communes","man",1931,"D","D","D","D","D","D","D","D","D","D","D","D"
317,100191,55,"vocational high education","married",6,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral agricultural communes","man",1945,"A","A","A","A","A","A","A","A","A","A","A","A"
318,125741,59,"full-time vocational school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
319,3901,34,"full-time vocational school","married",2,1,1,1,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1966,"D","D","D","D","D","D","D","D","D","D","D","D"
320,96231,41,"apprenticeship","divorced",2,1,11,11,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
321,58341,50,"maturity","married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1950,"B","B","B","B","B","B","B","B","B","B","B","B"
322,99961,49,"apprenticeship","married",2,2,10,7,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1951,"B","B","B","B","B","B","B","B","B","B","A","A"
323,94731,16,"incomplete compulsory school","single, never married",2,2,16,7,"Ticino","Suburban communes","man",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
324,102801,63,"vocational high school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1937,"A","A","A","A","A","A","A","A","A","A","A","A"
325,63751,42,"compulsory school, elementary vocational training","divorced",2,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1958,"B","B","B","B","B","B","B","B","B","B","B","B"
326,89611,14,"compulsory school, elementary vocational training","single, never married",5,1,14,14,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Industrial and tertiary sector communes","man",1986,"D","D","D","D","D","D","C","D","D","D","D","D"
327,98251,61,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1939,"D","D","D","D","D","D","D","D","D","D","C","C"
328,128151,34,"university, higher specialized school","married",2,2,3,1,"Zurich","Industrial and tertiary sector communes","woman",1966,"C","C","C","C","C","C","C","C","C","C","C","C"
329,7341,63,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1937,"A","A","A","A","A","A","A","A","A","A","A","A"
330,55521,38,"maturity","married",2,3,14,8,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1962,"C","C","C","C","C","C","C","C","C","C","B","B"
331,50221,31,"university, higher specialized school","married",2,1,0,0,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1969,"B","D","D","D","D","D","B","B","B","B","B","B"
332,107801,46,"apprenticeship","divorced",1,2,17,15,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1954,"C","C","C","C","C","C","C","C","C","C","C","C"
333,72111,61,"vocational high education","divorced",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1939,"A","A","A","A","A","A","A","A","A","A","A","A"
334,14861,28,"apprenticeship","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
335,71931,61,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1939,"D","D","D","D","D","D","D","D","D","D","D","D"
336,18451,35,"maturity","married",2,2,8,4,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
337,92371,33,"domestic science course, 1 year school of commerce","married",2,4,7,1,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","woman",1967,"D","D","D","D","D","D","D","D","D","D","B","B"
338,139141,36,"compulsory school, elementary vocational training","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1964,"B","B","B","B","B","B","B","B","B","B","B","B"
339,38421,65,"apprenticeship","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1935,"D","D","D","D","D","D","D","D","D","D","D","D"
340,94961,63,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Ticino","Centres","woman",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
341,19312,21,"general training school","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1979,"D","D","D","D","D","D","A","A","A","A","A","A"
342,113041,43,"vocational high school","married",2,0,-3,-3,"Zurich","Centres","man",1957,"C","C","C","C","C","C","C","C","C","C","C","C"
343,108021,14,"incomplete compulsory school","single, never married",2,2,15,14,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
344,70001,69,"maturity","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","woman",1931,"C","C","C","C","C","C","C","C","C","C","D","D"
345,27351,63,"university, higher specialized school","married",2,0,-3,-3,"Zurich","Centres","woman",1937,"D","D","D","D","D","C","C","D","D","D","D","D"
346,65691,54,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1946,"B","B","B","B","B","B","B","B","B","A","A","A"
347,84141,42,"compulsory school, elementary vocational training","married",2,2,14,11,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1958,"C","C","C","C","C","C","C","C","C","C","C","C"
348,49831,36,"apprenticeship","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
349,136561,58,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","woman",1942,"B","B","B","B","B","B","B","B","B","B","B","B"
350,39571,31,"vocational high education","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","man",1969,"A","A","A","A","A","A","A","A","A","A","A","A"
351,126601,46,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
352,84521,40,"apprenticeship","single, never married",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
353,141621,54,"vocational high education","single, never married",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
354,5471,50,"compulsory school, elementary vocational training","married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1950,"D","D","D","D","D","D","D","D","D","D","D","D"
355,11111,34,"compulsory school, elementary vocational training","married",2,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
356,129151,70,"full-time vocational school","divorced",1,0,-3,-3,"Zurich","Wealthy communes","man",1930,"D","D","D","D","D","D","D","D","D","D","D","D"
357,72751,74,"maturity","widower/widow",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
358,70311,59,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1941,"B","B","B","B","B","B","B","B","B","B","B","B"
359,114291,28,"maturity","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1972,"B","B","B","B","B","B","B","B","B","B","B","B"
360,4171,53,"university, higher specialized school","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1947,"A","A","A","A","A","A","A","A","A","A","A","B"
361,12111,22,"apprenticeship","single, never married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1978,"A","A","B","D","D","D","D","D","A","A","A","A"
362,73001,19,"compulsory school, elementary vocational training","single, never married",4,1,15,15,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1981,"A","A","A","A","A","A","A","A","A","A","A","D"
363,73361,15,"incomplete compulsory school","single, never married",2,2,17,15,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1985,"D","D","D","D","D","D","D","D","D","D","D","C"
364,72631,34,"vocational high education","married",2,1,0,0,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
365,55891,49,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
366,123272,40,"vocational high education","married",1,3,15,10,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
367,66871,38,"university, higher specialized school","married",2,1,4,4,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1962,"B","B","B","B","B","B","B","B","B","A","A","A"
368,99911,23,"maturity","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1977,"A","A","A","A","A","A","A","A","A","B","B","B"
369,69361,50,"university, higher specialized school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
370,86471,48,"technical or vocational school","married",4,2,17,14,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1952,"A","A","A","A","A","A","A","A","A","A","A","A"
371,99811,45,"apprenticeship","married",2,4,15,10,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
372,70111,41,"full-time vocational school","separated",1,2,13,12,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
373,43801,17,"compulsory school, elementary vocational training","single, never married",2,2,17,14,"Ticino","Suburban communes","man",1983,"D","D","D","D","D","D","D","C","C","C","D","D"
374,2341,72,"vocational high school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
375,89231,50,"apprenticeship","separated",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
376,15041,52,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
377,91051,39,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Wealthy communes","man",1961,"D","D","A","A","A","A","A","A","A","A","A","A"
378,108821,41,"domestic science course, 1 year school of commerce","single, never married",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Mixed agricultural communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
379,99971,67,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Tourist communes","man",1933,"D","D","D","D","D","D","D","D","D","D","D","D"
380,61961,21,"maturity","single, never married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1979,"D","D","D","D","D","D","B","B","D","D","D","D"
381,100801,48,"university, higher specialized school","married",5,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1952,"B","B","B","B","B","B","B","B","B","B","B","A"
382,29271,18,"compulsory school, elementary vocational training","single, never married",3,1,14,14,"Zurich","Suburban communes","man",1982,"D","D","D","D","D","D","D","D","D","D","C","C"
383,82461,39,"maturity","single, never married",1,0,-3,-3,"Zurich","Wealthy communes","woman",1961,"D","D","D","D","B","B","B","B","B","B","B","B"
384,7801,35,"apprenticeship","married",2,3,12,6,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","woman",1965,"B","B","B","B","B","B","D","D","B","B","B","B"
385,15341,62,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1938,"D","D","D","D","D","D","D","D","D","D","D","D"
386,18991,41,"compulsory school, elementary vocational training","married",3,2,17,11,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
387,58261,62,"compulsory school, elementary vocational training","divorced",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1938,"D","D","D","D","D","D","D","D","D","C","C","C"
388,58501,14,"incomplete compulsory school","single, never married",2,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1986,"D","D","D","D","D","D","C","C","D","D","D","D"
389,17381,39,"apprenticeship","married",2,1,3,3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1961,"A","A","A","A","A","A","A","A","A","A","A","A"
390,101011,46,"apprenticeship","married",4,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1954,"C","C","C","C","C","C","C","C","C","C","C","C"
391,24401,46,"apprenticeship","married",2,2,17,12,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
392,101011,21,"domestic science course, 1 year school of commerce","single, never married",4,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1979,"D","D","D","D","D","D","D","D","D","D","B","B"
393,136291,41,"domestic science course, 1 year school of commerce","married",2,1,12,12,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Tourist communes","woman",1959,"B","B","B","B","B","B","B","B","B","B","B","C"
394,41961,82,"apprenticeship","married",2,0,-3,-3,"Ticino","Suburban communes","man",1918,"D","D","D","D","D","D","D","D","D","D","D","D"
395,107641,47,"compulsory school, elementary vocational training","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1953,"C","C","C","C","C","C","C","C","C","C","C","C"
396,55081,30,"university, higher specialized school","married",2,1,5,5,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1970,"B","B","B","B","B","B","B","B","B","B","B","B"
397,118601,49,"vocational high school","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
398,24041,47,"university, higher specialized school","single, never married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
399,110451,38,"vocational high education","married",2,4,15,5,"Zurich","Centres","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
400,89651,43,"vocational high school","married",3,1,14,14,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1957,"B","B","B","B","B","B","B","B","B","B","C","C"
401,1341,35,"technical or vocational school","married",2,3,9,4,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
402,113491,20,"maturity","single, never married",2,1,16,16,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1980,"D","B","B","B","B","B","B","B","B","C","C","C"
403,141291,69,"university, higher specialized school","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","man",1931,"D","D","D","D","D","D","D","D","D","D","D","D"
404,25591,41,"university, higher specialized school","married",2,2,7,5,"Zurich","Centres","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
405,32821,34,"compulsory school, elementary vocational training","single, never married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral agricultural communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
406,26011,33,"university, higher specialized school","single, never married",1,0,-3,-3,"Zurich","Centres","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
407,3451,25,"does not know","single, never married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1975,"B","B","B","B","B","B","B","B","B","B","B","B"
408,55551,40,"apprenticeship","married",2,3,12,8,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
409,13251,65,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1935,"C","C","C","C","C","C","C","C","B","B","B","B"
410,53941,35,"maturity","married",2,4,13,1,"Lake Geneva (VD, VS, GE)","Centres","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
411,23441,20,"apprenticeship","single, never married",4,1,14,14,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1980,"C","C","C","C","C","C","C","C","C","C","C","A"
412,74061,62,"apprenticeship","married",2,0,-3,-3,"Zurich","Centres","woman",1938,"C","C","C","C","C","C","C","C","C","D","D","D"
413,106811,40,"apprenticeship","married",2,1,0,0,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
414,19791,49,"university, higher specialized school","divorced",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
415,75641,24,"university, higher specialized school","single, never married",2,0,-3,-3,"Zurich","Centres","woman",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
416,120261,30,"apprenticeship","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1970,"B","B","B","B","B","B","B","B","B","B","B","B"
417,96121,35,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
418,65941,45,"vocational high education","married",2,2,17,14,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1955,"B","B","B","B","B","B","B","B","B","B","B","B"
419,122911,64,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1936,"D","D","D","D","D","D","D","D","D","D","D","D"
420,11651,29,"apprenticeship","single, never married",1,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1971,"A","A","A","A","A","A","A","A","A","A","A","A"
421,4621,59,"maturity","married",3,0,-3,-3,"Lake Geneva (VD, VS, GE)","Rural commuter communes","woman",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
422,44021,79,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Ticino","Peripheral agricultural communes","woman",1921,"D","D","D","D","D","D","D","D","D","D","D","D"
423,137041,19,"compulsory school, elementary vocational training","single, never married",2,3,17,7,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1981,"A","A","A","A","A","A","A","A","A","A","A","A"
424,10851,33,"vocational high education","married",2,1,3,3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1967,"C","C","C","D","C","C","C","C","B","B","B","B"
425,32061,56,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1944,"B","B","B","B","B","B","B","B","B","B","B","B"
426,39111,50,"apprenticeship","married",3,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1950,"D","D","D","D","D","D","D","D","D","D","D","D"
427,82221,50,"vocational high education","single, never married",1,0,-3,-3,"Zurich","Centres","woman",1950,"B","B","B","B","B","B","B","B","B","B","B","B"
428,7221,18,"compulsory school, elementary vocational training","single, never married",3,1,9,9,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1982,"C","C","C","C","C","C","C","C","C","C","C","C"
429,140201,75,"compulsory school, elementary vocational training","widower/widow",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
430,38961,19,"domestic science course, 1 year school of commerce","single, never married",3,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Rural commuter communes","man",1981,"A","A","A","A","A","A","A","A","A","A","A","A"
431,55871,41,"full-time vocational school","married",2,4,17,10,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
432,76531,57,"full-time vocational school","single, never married",1,0,-3,-3,"Zurich","Suburban communes","woman",1943,"B","B","B","B","B","B","B","B","B","B","B","B"
433,27231,32,"apprenticeship","married",2,0,-3,-3,"Zurich","Wealthy communes","woman",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
434,9681,34,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1966,"A","A","A","A","A","A","A","A","A","A","B","B"
435,98221,64,"full-time vocational school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1936,"D","D","D","D","D","D","D","D","D","D","D","D"
436,77181,53,"apprenticeship","separated",1,0,-3,-3,"Zurich","Rural commuter communes","woman",1947,"B","B","B","B","B","B","B","B","B","D","D","D"
437,25731,38,"university, higher specialized school","married",2,3,6,0,"Zurich","Suburban communes","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
438,80211,49,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
439,16201,36,"apprenticeship","married",2,1,1,1,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
440,8251,42,"full-time vocational school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1958,"A","A","A","A","A","A","A","A","A","A","A","A"
441,64281,46,"university, higher specialized school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
442,106241,33,"apprenticeship","married",2,1,0,0,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
443,107741,52,"full-time vocational school","married",2,1,17,17,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1948,"A","A","A","A","A","A","A","A","A","A","A","A"
444,121781,18,"compulsory school, elementary vocational training","single, never married",4,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1982,"C","C","C","C","C","C","C","C","C","C","C","C"
445,83541,37,"apprenticeship","single, never married",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
446,19241,43,"university, higher specialized school","divorced",2,3,16,10,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1957,"B","D","D","D","D","D","D","B","B","B","B","B"
447,74271,26,"maturity","single, never married",4,0,-3,-3,"Zurich","Wealthy communes","man",1974,"D","D","D","D","D","D","D","D","D","D","D","D"
448,85851,38,"maturity","married",2,3,12,6,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1962,"C","C","C","C","C","C","C","C","C","C","C","C"
449,109021,72,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
450,133791,39,"apprenticeship","married",2,3,11,6,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1961,"B","B","B","B","B","B","B","B","B","B","B","B"
451,124271,49,"apprenticeship","married",3,1,16,16,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","man",1951,"A","A","A","A","A","A","A","A","A","A","A","A"
452,58821,63,"apprenticeship","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1937,"A","A","A","A","A","A","A","A","A","A","A","A"
453,25281,58,"technical or vocational school","married",2,0,-3,-3,"Zurich","Rural commuter communes","man",1942,"A","A","A","A","A","A","A","A","A","A","A","A"
454,95241,72,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Ticino","Industrial and tertiary sector communes","woman",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
455,90701,51,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1949,"B","B","B","B","B","B","B","B","B","B","B","B"
456,141311,47,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
457,96821,35,"apprenticeship","married",2,2,11,9,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
458,5721,47,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
459,73621,59,"apprenticeship","widower/widow",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
460,98312,23,"maturity","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1977,"B","B","B","B","B","B","B","B","B","B","B","B"
461,109201,74,"apprenticeship","divorced",1,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","woman",1926,"D","D","D","D","D","D","D","D","D","D","D","D"
462,98661,28,"apprenticeship","married",2,1,1,1,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1972,"C","C","C","C","C","C","C","C","C","C","C","C"
